25;9;6;DIORITE
25;10;6;DIORITE
25;11;6;DIORITE
25;12;6;DIORITE
25;13;6;STONE
25;14;6;STONE
25;15;6;STONE
25;16;6;STONE
25;17;6;STONE
25;18;6;STONE
25;19;6;STONE
25;20;6;STONE
25;21;6;STONE
25;22;6;STONE
25;23;6;STONE
25;24;6;STONE
25;25;6;STONE
25;26;6;STONE
25;27;6;STONE
25;28;6;STONE
25;29;6;STONE
25;30;6;STONE
25;31;6;STONE
25;32;6;STONE
25;33;6;STONE
25;34;6;STONE
25;35;6;STONE
25;36;6;STONE
25;37;6;STONE
25;38;6;STONE
25;39;6;STONE
25;40;6;STONE
25;41;6;STONE
25;42;6;BLUE_TERRACOTTA
25;43;6;BLUE_TERRACOTTA
25;44;6;BLUE_TERRACOTTA
25;45;6;BLUE_TERRACOTTA
25;46;6;BLUE_TERRACOTTA
25;47;6;BLUE_TERRACOTTA
25;48;6;BLUE_TERRACOTTA
25;49;6;BLUE_TERRACOTTA
25;50;6;BLUE_TERRACOTTA
25;51;6;BLUE_TERRACOTTA
25;52;6;GOLD_BLOCK
25;53;6;GOLD_BLOCK
25;9;7;DIORITE
25;10;7;DIORITE
25;11;7;DIORITE
25;12;7;DIORITE
25;13;7;STONE
25;14;7;STONE
25;15;7;STONE
25;16;7;STONE
25;17;7;STONE
25;18;7;STONE
25;19;7;STONE
25;20;7;STONE
25;21;7;STONE
25;22;7;STONE
25;23;7;STONE
25;24;7;STONE
25;25;7;STONE
25;26;7;STONE
25;27;7;STONE
25;28;7;STONE
25;29;7;STONE
25;30;7;STONE
25;31;7;STONE
25;32;7;STONE
25;33;7;STONE
25;34;7;STONE
25;35;7;STONE
25;36;7;STONE
25;37;7;STONE
25;38;7;STONE
25;39;7;STONE
25;40;7;STONE
25;41;7;STONE
25;42;7;BLUE_TERRACOTTA
25;43;7;BLUE_TERRACOTTA
25;44;7;BLUE_TERRACOTTA
25;45;7;BLUE_TERRACOTTA
25;46;7;BLUE_TERRACOTTA
25;47;7;BLUE_TERRACOTTA
25;48;7;BLUE_TERRACOTTA
25;49;7;BLUE_TERRACOTTA
25;50;7;BLUE_TERRACOTTA
25;51;7;BLUE_TERRACOTTA
25;52;7;GOLD_BLOCK
25;53;7;GOLD_BLOCK
25;9;8;DIORITE
