93;173;65;STONE;
93;173;66;STONE;
93;173;67;STONE;
93;173;68;STONE;
93;173;69;STONE;
93;173;70;STONE;
93;173;71;STONE;
93;174;65;STONE;
93;174;66;STONE;
93;174;67;STONE;
93;174;68;STONE;
93;174;69;STONE;
93;174;70;STONE;
93;174;71;STONE;
93;175;65;STONE;
93;175;66;STONE;
93;175;67;STONE;
93;175;68;STONE;
93;175;69;STONE;
93;175;70;STONE;
93;175;71;STONE;
93;176;65;STONE;
93;176;66;STONE;
93;176;67;STONE;
93;176;68;STONE;
93;176;69;STONE;
93;176;70;STONE;
93;176;71;STONE;
93;177;65;STONE;
93;177;66;STONE;
93;177;67;STONE;
93;177;68;STONE;
93;177;69;STONE;
93;177;70;STONE;
93;177;71;STONE;
93;178;65;STONE;
93;178;66;STONE;
93;178;67;STONE;
93;178;68;STONE;
93;178;69;STONE;
93;178;70;STONE;
93;178;71;STONE;
93;179;65;STONE;
93;179;66;STONE;
93;179;67;STONE;
93;179;68;STONE;
93;179;69;STONE;
93;179;70;STONE;
93;179;71;STONE;
93;180;65;STONE;
93;180;66;STONE;
93;180;67;STONE;
93;180;68;STONE;
93;180;69;STONE;
93;180;70;STONE;
93;180;71;STONE;
93;181;65;STONE;
93;181;66;STONE;
93;181;67;STONE;
93;181;68;STONE;
93;181;69;STONE;
93;181;70;STONE;
93;181;71;STONE;
93;182;65;STONE;
93;182;66;STONE;
93;182;67;STONE;
93;182;68;STONE;
93;182;69;STONE;
93;182;70;STONE;
93;182;71;STONE;
93;183;65;STONE;
93;183;66;STONE;
93;183;67;STONE;
93;183;68;STONE;
93;183;69;STONE;
93;183;70;STONE;
93;183;71;STONE;
93;184;65;STONE;
93;184;66;STONE;
93;184;67;STONE;
93;184;68;STONE;
93;184;69;STONE;
93;184;70;STONE;
93;184;71;STONE;
93;185;65;STONE;
93;185;66;STONE;
93;185;67;STONE;
93;185;68;STONE;
93;185;69;STONE;
93;185;70;STONE;
93;185;71;STONE;
93;186;65;POLISHED_ANDESITE;
93;186;66;POLISHED_ANDESITE;
93;186;67;STONE;
93;186;68;STONE;
93;186;69;STONE;
93;186;70;STONE;
93;186;71;STONE;
93;187;65;POLISHED_ANDESITE;
93;187;66;POLISHED_ANDESITE;
93;187;67;POLISHED_ANDESITE;
93;187;68;POLISHED_ANDESITE;
93;187;69;STONE;
93;187;70;STONE;
93;187;71;STONE;
93;188;65;POLISHED_ANDESITE;
93;188;66;POLISHED_ANDESITE;
93;188;67;POLISHED_ANDESITE;
93;188;68;POLISHED_ANDESITE;
93;188;69;POLISHED_ANDESITE;
93;188;70;POLISHED_ANDESITE;
93;188;71;POLISHED_ANDESITE;
93;189;65;POLISHED_ANDESITE;
93;189;66;POLISHED_ANDESITE;
93;189;67;POLISHED_ANDESITE;
93;189;68;POLISHED_ANDESITE;
93;189;69;POLISHED_ANDESITE;
93;189;70;POLISHED_ANDESITE;
93;189;71;POLISHED_ANDESITE;
93;190;65;POLISHED_ANDESITE;
93;190;66;POLISHED_ANDESITE;
93;190;67;POLISHED_ANDESITE;
93;190;68;POLISHED_ANDESITE;
93;190;69;POLISHED_ANDESITE;
93;190;70;POLISHED_ANDESITE;
