81;24;35;STONE
81;25;35;STONE
81;26;35;STONE
81;27;35;STONE
81;28;35;STONE
81;29;35;STONE
81;30;35;STONE
81;31;35;STONE
81;32;35;STONE
81;33;35;STONE
81;34;35;STONE
81;35;35;STONE
81;36;35;STONE
81;37;35;STONE
81;38;35;STONE
81;39;35;STONE
81;40;35;BLUE_TERRACOTTA
81;41;35;BLUE_TERRACOTTA
81;42;35;BLUE_TERRACOTTA
81;43;35;BLUE_TERRACOTTA
81;44;35;BLUE_TERRACOTTA
81;45;35;BLUE_TERRACOTTA
81;46;35;BLUE_TERRACOTTA
81;47;35;BLUE_TERRACOTTA
81;48;35;BLUE_TERRACOTTA
81;49;35;BLUE_TERRACOTTA
81;50;35;BLUE_TERRACOTTA
81;51;35;BLUE_TERRACOTTA
81;52;35;BLUE_TERRACOTTA
81;53;35;GOLD_BLOCK
81;9;36;DIORITE
81;10;36;DIORITE
81;11;36;DIORITE
81;12;36;DIORITE
81;13;36;DIORITE
81;14;36;DIORITE
81;15;36;DIORITE
81;16;36;DIORITE
81;17;36;STONE
81;18;36;STONE
81;19;36;STONE
81;20;36;STONE
81;21;36;STONE
81;22;36;STONE
81;23;36;STONE
81;24;36;STONE
81;25;36;STONE
81;26;36;STONE
81;27;36;STONE
81;28;36;STONE
81;29;36;STONE
81;30;36;STONE
81;31;36;STONE
81;32;36;STONE
81;33;36;STONE
81;34;36;STONE
81;35;36;STONE
81;36;36;STONE
81;37;36;STONE
81;38;36;STONE
81;39;36;STONE
81;40;36;BLUE_TERRACOTTA
81;41;36;BLUE_TERRACOTTA
81;42;36;BLUE_TERRACOTTA
81;43;36;BLUE_TERRACOTTA
81;44;36;BLUE_TERRACOTTA
81;45;36;BLUE_TERRACOTTA
81;46;36;BLUE_TERRACOTTA
81;47;36;BLUE_TERRACOTTA
81;48;36;BLUE_TERRACOTTA
81;49;36;BLUE_TERRACOTTA
81;50;36;BLUE_TERRACOTTA
81;51;36;BLUE_TERRACOTTA
81;52;36;BLUE_TERRACOTTA
81;53;36;GOLD_BLOCK
81;9;37;DIORITE
81;10;37;DIORITE
81;11;37;DIORITE
81;12;37;DIORITE
81;13;37;DIORITE
81;14;37;DIORITE
81;15;37;DIORITE
81;16;37;DIORITE
81;17;37;STONE
81;18;37;STONE
81;19;37;STONE
81;20;37;STONE
81;21;37;STONE
81;22;37;STONE
81;23;37;STONE
81;24;37;STONE
81;25;37;STONE
81;26;37;STONE
81;27;37;STONE
81;28;37;STONE
81;29;37;STONE
81;30;37;STONE
81;31;37;STONE
81;32;37;STONE
81;33;37;STONE
81;34;37;STONE
81;35;37;STONE
81;36;37;STONE
81;37;37;STONE
81;38;37;STONE
81;39;37;STONE
81;40;37;BLUE_TERRACOTTA
81;41;37;BLUE_TERRACOTTA
81;42;37;BLUE_TERRACOTTA
81;43;37;BLUE_TERRACOTTA
81;44;37;BLUE_TERRACOTTA
81;45;37;BLUE_TERRACOTTA
81;46;37;BLUE_TERRACOTTA
81;47;37;BLUE_TERRACOTTA
81;48;37;BLUE_TERRACOTTA
81;49;37;BLUE_TERRACOTTA
81;50;37;BLUE_TERRACOTTA
81;51;37;BLUE_TERRACOTTA
81;52;37;BLUE_TERRACOTTA
81;53;37;GOLD_BLOCK
81;9;38;DIORITE
81;10;38;DIORITE
81;11;38;DIORITE
81;12;38;DIORITE
81;13;38;DIORITE
81;14;38;DIORITE
81;15;38;DIORITE
81;16;38;DIORITE
81;17;38;STONE
81;18;38;STONE
81;19;38;STONE
81;20;38;STONE
81;21;38;STONE
81;22;38;STONE
81;23;38;STONE
81;24;38;STONE
81;25;38;STONE
81;26;38;STONE
81;27;38;STONE
81;28;38;STONE
81;29;38;STONE
81;30;38;STONE
81;31;38;STONE
81;32;38;STONE
81;33;38;STONE
81;34;38;STONE
81;35;38;STONE
81;36;38;STONE
81;37;38;STONE
81;38;38;STONE
81;39;38;STONE
81;40;38;BLUE_TERRACOTTA
81;41;38;BLUE_TERRACOTTA
81;42;38;BLUE_TERRACOTTA
81;43;38;BLUE_TERRACOTTA
81;44;38;BLUE_TERRACOTTA
81;45;38;BLUE_TERRACOTTA
81;46;38;BLUE_TERRACOTTA
81;47;38;BLUE_TERRACOTTA
81;48;38;BLUE_TERRACOTTA
81;49;38;BLUE_TERRACOTTA
81;50;38;BLUE_TERRACOTTA
81;51;38;BLUE_TERRACOTTA
81;52;38;BLUE_TERRACOTTA
81;53;38;GOLD_BLOCK
81;9;39;DIORITE
81;10;39;DIORITE
81;11;39;DIORITE
81;12;39;DIORITE
81;13;39;DIORITE
81;14;39;DIORITE
81;15;39;DIORITE
81;16;39;DIORITE
81;17;39;STONE
81;18;39;STONE
81;19;39;STONE
81;20;39;STONE
81;21;39;STONE
81;22;39;STONE
81;23;39;STONE
81;24;39;STONE
81;25;39;STONE
81;26;39;STONE
81;27;39;STONE
81;28;39;STONE
81;29;39;STONE
81;30;39;STONE
81;31;39;STONE
81;32;39;STONE
81;33;39;STONE
81;34;39;STONE
81;35;39;STONE
81;36;39;STONE
81;37;39;STONE
81;38;39;STONE
81;39;39;STONE
81;40;39;BLUE_TERRACOTTA
81;41;39;BLUE_TERRACOTTA
81;42;39;BLUE_TERRACOTTA
81;43;39;BLUE_TERRACOTTA
81;44;39;BLUE_TERRACOTTA
81;45;39;BLUE_TERRACOTTA
81;46;39;BLUE_TERRACOTTA
81;47;39;BLUE_TERRACOTTA
81;48;39;BLUE_TERRACOTTA
81;49;39;BLUE_TERRACOTTA
81;50;39;BLUE_TERRACOTTA
81;51;39;BLUE_TERRACOTTA
81;52;39;BLUE_TERRACOTTA
81;53;39;GOLD_BLOCK
81;9;40;DIORITE
81;10;40;DIORITE
81;11;40;DIORITE
81;12;40;DIORITE
81;13;40;DIORITE
81;14;40;DIORITE
81;15;40;DIORITE
81;16;40;DIORITE
81;17;40;STONE
81;18;40;STONE
81;19;40;STONE
81;20;40;STONE
81;21;40;STONE
81;22;40;STONE
81;23;40;STONE
81;24;40;STONE
81;25;40;STONE
81;26;40;STONE
81;27;40;STONE
81;28;40;STONE
81;29;40;STONE
81;30;40;STONE
81;31;40;STONE
81;32;40;STONE
81;33;40;STONE
81;34;40;STONE
81;35;40;STONE
81;36;40;STONE
81;37;40;STONE
81;38;40;STONE
81;39;40;STONE
81;40;40;BLUE_TERRACOTTA
81;41;40;BLUE_TERRACOTTA
81;42;40;BLUE_TERRACOTTA
81;43;40;BLUE_TERRACOTTA
81;44;40;BLUE_TERRACOTTA
81;45;40;BLUE_TERRACOTTA
81;46;40;BLUE_TERRACOTTA
81;47;40;BLUE_TERRACOTTA
81;48;40;BLUE_TERRACOTTA
81;49;40;BLUE_TERRACOTTA
81;50;40;BLUE_TERRACOTTA
81;51;40;BLUE_TERRACOTTA
81;52;40;BLUE_TERRACOTTA
81;53;40;GOLD_BLOCK
81;9;41;DIORITE
81;10;41;DIORITE
81;11;41;DIORITE
81;12;41;DIORITE
81;13;41;DIORITE
81;14;41;DIORITE
81;15;41;DIORITE
81;16;41;DIORITE
81;17;41;STONE
81;18;41;STONE
81;19;41;STONE
81;20;41;STONE
81;21;41;STONE
81;22;41;STONE
81;23;41;STONE
81;24;41;STONE
81;25;41;STONE
81;26;41;STONE
81;27;41;STONE
81;28;41;STONE
81;29;41;STONE
81;30;41;STONE
81;31;41;STONE
81;32;41;STONE
81;33;41;STONE
81;34;41;STONE
81;35;41;STONE
81;36;41;STONE
81;37;41;STONE
81;38;41;STONE
81;39;41;STONE
81;40;41;BLUE_TERRACOTTA
81;41;41;BLUE_TERRACOTTA
81;42;41;BLUE_TERRACOTTA
81;43;41;BLUE_TERRACOTTA
81;44;41;BLUE_TERRACOTTA
81;45;41;BLUE_TERRACOTTA
81;46;41;BLUE_TERRACOTTA
81;47;41;BLUE_TERRACOTTA
81;48;41;BLUE_TERRACOTTA
81;49;41;BLUE_TERRACOTTA
81;50;41;BLUE_TERRACOTTA
81;51;41;BLUE_TERRACOTTA
81;52;41;BLUE_TERRACOTTA
81;53;41;GOLD_BLOCK
81;9;42;DIORITE
81;10;42;DIORITE
81;11;42;DIORITE
81;12;42;DIORITE
81;13;42;DIORITE
