0;0;0;OAK_LOG;
0;0;1;OAK_LOG;
0;0;2;OAK_LOG;
0;0;3;OAK_LOG;
0;0;4;OAK_LOG;
0;0;5;OAK_LOG;
0;0;6;OAK_LOG;
0;0;7;OAK_LOG;
0;0;8;SANDSTONE;
0;0;9;SANDSTONE;
0;0;10;SANDSTONE;
0;0;11;SANDSTONE;
0;0;12;SANDSTONE;
0;0;13;SANDSTONE;
0;0;14;SANDSTONE;
0;0;15;SANDSTONE;
0;0;16;SANDSTONE;
0;0;17;SANDSTONE;
0;0;18;SANDSTONE;
0;0;19;SANDSTONE;
0;0;20;SANDSTONE;
0;0;21;SANDSTONE;
0;0;22;SANDSTONE;
0;0;23;SANDSTONE;
0;0;24;SANDSTONE;
0;0;25;SANDSTONE;
0;0;26;SANDSTONE;
0;0;27;SANDSTONE;
0;0;28;SANDSTONE;
0;0;29;SANDSTONE;
0;0;30;SANDSTONE;
0;0;31;SANDSTONE;
0;0;32;SANDSTONE;
0;0;33;SANDSTONE;
0;0;34;SANDSTONE;
0;0;35;SANDSTONE;
0;0;36;SANDSTONE;
0;0;37;SANDSTONE;
0;0;38;SANDSTONE;
0;0;39;SANDSTONE;
0;0;40;SANDSTONE;
0;0;41;SANDSTONE;
0;0;42;SANDSTONE;
0;0;43;SANDSTONE;
0;0;44;SANDSTONE;
0;0;45;SANDSTONE;
0;0;46;SANDSTONE;
0;0;47;SANDSTONE;
0;0;48;GOLD_ORE;
0;0;49;GOLD_ORE;
0;0;50;GOLD_ORE;
0;0;51;GOLD_ORE;
0;0;52;GOLD_ORE;
0;0;53;GOLD_ORE;
0;0;54;GOLD_ORE;
0;0;55;GOLD_ORE;
0;0;56;GOLD_ORE;
0;0;57;GOLD_ORE;
0;0;58;GOLD_ORE;
0;0;59;GOLD_ORE;
0;0;60;GOLD_ORE;
0;0;61;GOLD_ORE;
0;0;62;GOLD_ORE;
0;0;63;GOLD_ORE;
0;0;64;GOLD_ORE;
0;0;65;GOLD_ORE;
0;0;66;GOLD_ORE;
0;0;67;GOLD_ORE;
0;0;68;GOLD_ORE;
0;0;69;GOLD_ORE;
0;0;70;GOLD_ORE;
0;0;71;GOLD_ORE;
0;0;72;GOLD_ORE;
0;0;73;GOLD_ORE;
0;0;74;GOLD_ORE;
0;0;75;GOLD_ORE;
0;0;76;GOLD_ORE;
0;0;77;GOLD_ORE;
0;0;78;GOLD_ORE;
0;0;79;GOLD_ORE;
0;0;80;GOLD_ORE;
0;0;81;GOLD_ORE;
0;0;82;GOLD_ORE;
0;0;83;GOLD_ORE;
0;0;84;GOLD_ORE;
0;0;85;GOLD_ORE;
0;0;86;GOLD_ORE;
0;0;87;GOLD_ORE;
0;1;0;OAK_LOG;
0;1;1;OAK_LOG;
0;1;2;OAK_LOG;
0;1;3;OAK_LOG;
0;1;4;OAK_LOG;
0;1;5;OAK_LOG;
0;1;6;OAK_LOG;
0;1;7;SANDSTONE;
0;1;8;SANDSTONE;
0;1;9;SANDSTONE;
0;1;10;SANDSTONE;
0;1;11;SANDSTONE;
0;1;12;SANDSTONE;
0;1;13;SANDSTONE;
0;1;14;SANDSTONE;
0;1;15;SANDSTONE;
0;1;16;SANDSTONE;
0;1;17;SANDSTONE;
0;1;18;SANDSTONE;
0;1;19;SANDSTONE;
0;1;20;SANDSTONE;
0;1;21;SANDSTONE;
0;1;22;SANDSTONE;
0;1;23;SANDSTONE;
0;1;24;SANDSTONE;
0;1;25;SANDSTONE;
0;1;26;SANDSTONE;
0;1;27;SANDSTONE;
0;1;28;SANDSTONE;
0;1;29;SANDSTONE;
0;1;30;SANDSTONE;
0;1;31;SANDSTONE;
0;1;32;SANDSTONE;
0;1;33;SANDSTONE;
0;1;34;SANDSTONE;
0;1;35;SANDSTONE;
0;1;36;SANDSTONE;
0;1;37;SANDSTONE;
0;1;38;SANDSTONE;
0;1;39;SANDSTONE;
0;1;40;SANDSTONE;
0;1;41;SANDSTONE;
0;1;42;SANDSTONE;
0;1;43;SANDSTONE;
0;1;44;SANDSTONE;
0;1;45;SANDSTONE;
0;1;46;SANDSTONE;
0;1;47;GOLD_ORE;
0;1;48;GOLD_ORE;
0;1;49;GOLD_ORE;
0;1;50;GOLD_ORE;
0;1;51;GOLD_ORE;
0;1;52;GOLD_ORE;
0;1;53;GOLD_ORE;
0;1;54;GOLD_ORE;
0;1;55;GOLD_ORE;
0;1;56;GOLD_ORE;
0;1;57;GOLD_ORE;
0;1;58;GOLD_ORE;
0;1;59;GOLD_ORE;
0;1;60;GOLD_ORE;
0;1;61;GOLD_ORE;
0;1;62;GOLD_ORE;
0;1;63;GOLD_ORE;
0;1;64;GOLD_ORE;
0;1;65;GOLD_ORE;
0;1;66;GOLD_ORE;
0;1;67;GOLD_ORE;
0;1;68;GOLD_ORE;
0;1;69;GOLD_ORE;
0;1;70;GOLD_ORE;
0;1;71;GOLD_ORE;
0;1;72;GOLD_ORE;
0;1;73;GOLD_ORE;
0;1;74;GOLD_ORE;
0;1;75;GOLD_ORE;
0;1;76;GOLD_ORE;
0;1;77;GOLD_ORE;
0;1;78;GOLD_ORE;
0;1;79;GOLD_ORE;
0;1;80;GOLD_ORE;
0;1;81;GOLD_ORE;
0;1;82;GOLD_ORE;
0;1;83;GOLD_ORE;
0;1;84;GOLD_ORE;
0;1;85;GOLD_ORE;
0;1;86;GOLD_ORE;
0;1;87;GOLD_ORE;
0;2;0;OAK_LOG;
0;2;1;OAK_LOG;
0;2;2;OAK_LOG;
0;2;3;OAK_LOG;
0;2;4;OAK_LOG;
0;2;5;OAK_LOG;
0;2;6;OAK_LOG;
0;2;7;SANDSTONE;
0;2;8;SANDSTONE;
0;2;9;SANDSTONE;
0;2;10;SANDSTONE;
0;2;11;SANDSTONE;
0;2;12;SANDSTONE;
0;2;13;SANDSTONE;
0;2;14;SANDSTONE;
0;2;15;SANDSTONE;
0;2;16;SANDSTONE;
